15879,LAWANG AGUNG,PONDOK TINGGI,SUNGAIPENUH,15,37111
15880,LEBAK BANDUNG,JELUTUNG,JAMBI,15,36135
15881,LEBAN,RANTAU PANDAN,BUNGO,15,37261
15882,LEGOK,TELANAIPURA,JAMBI,15,36121
15883,LEMBAH KUAMANG,PELEPAT ILIR,BUNGO,15,37252
15884,LEMBAK BUNGUR,SUMAY,TEBO,15,37573
15885,LEMPUR DANAU,KELILING DANAU,KERINCI,15,37173
15886,LEMPUR HILIR,GUNUNG RAYA,KERINCI,15,37174
15887,LEMPUR MUDIK,GUNUNG RAYA,KERINCI,15,37174
15888,LEMPUR TENGAH,GUNUNG RAYA,KERINCI,15,37174
15889,LIDUNG,SAROLANGUN,SAROLANGUN,15,37481
15890,LIMBUR BARU,LIMBUR LUBUK MENGKUANG,BUNGO,15,37211
15891,LIMBUR MERANGIN,PAMENANG BARAT,MERANGIN,15,37352
15892,LIMBUR TEMBESI,BATHIN VIII (BATIN VIII),SAROLANGUN,15,37481
15893,LIMOK MANAIH PULAU TENGAH,KELILING DANAU,KERINCI,15,37173
15894,LINDUNG JAYA,KAYU ARO,KERINCI,15,37163
15895,LINGGA KUAMANG,PELEPAT ILIR,BUNGO,15,37252
15896,LINGKAR SELATAN,JAMBI SELATAN,JAMBI,15,36139
15897,LOLO GEDANG,BUKITKERMAN,KERINCI,15,37174
15898,LOLO HILIR,BUKITKERMAN,KERINCI,15,37174
15899,LOLO KECIL,BUKITKERMAN,KERINCI,15,37174
15900,LONDRANG (LONDERANG),KUMPEH,MUARO JAMBI,15,36371
15901,LOPAK ALAI,KUMPEH ULU,MUARO JAMBI,15,36373
15902,LOPAK AUR,PEMAYUNG,BATANG HARI,15,36657
15903,LUBUK BANGKAR,BATANG ASAI,SAROLANGUN,15,37485
15904,LUBUK BEDORONG,LIMUN,SAROLANGUN,15,37382
15905,LUBUK BENTENG,BATHIN III,BUNGO,15,37211
15906,LUBUK BENTENG,TEBO ULU,TEBO,15,37554
15907,LUBUK BERINGIN,BATHIN III ULU,BUNGO,15,37261
15908,LUBUK BERINGIN,MUARA SIAU,MERANGIN,15,37371
15909,LUBUK BERNAI,BATANG ASAM,TANJUNG JABUNG BARAT,15,36552
15910,LUBUK BIRAH,MUARA SIAU,MERANGIN,15,37371
15911,LUBUK BUMBUN,MARGO TABIR,MERANGIN,15,37353
15912,LUBUK GAUNG,BATANG MASUMAI,MERANGIN,15,37311
15913,LUBUK JERING,AIR HITAM,SAROLANGUN,15,37491
15914,LUBUK KAMBING,RENAH MENDALUH,TANJUNG JABUNG BARAT,15,36554
15915,LUBUK KAYU ARO,RANTAU PANDAN,BUNGO,15,37261
15916,LUBUK KEPAYANG,AIR HITAM,SAROLANGUN,15,37491
15917,LUBUK LANDAI,TANAH SEPENGGAL LINTAS,BUNGO,15,37263
15918,LUBUK LAWAS,BATANG ASAM,TANJUNG JABUNG BARAT,15,36552
15919,LUBUK MANDARASAH,TENGAH ILIR,TEBO,15,37572
15920,LUBUK MAYAN,RANTAU PANDAN,BUNGO,15,37261
15921,LUBUK MENTILIN,JANGKAT,MERANGIN,15,37372
15922,LUBUK NAGODANG,SIULAK,KERINCI,15,37162
15923,LUBUK NAPAL,PAUH,SAROLANGUN,15,37491
15924,LUBUK NAPAL,TABIR,MERANGIN,15,37353
15925,LUBUK NIUR,TANAH TUMBUH,BUNGO,15,37255
15926,LUBUK PAKU,BATANG MERANGIN,KERINCI,15,37175
15927,LUBUK PAUH,GUNUNG TUJUH,KERINCI,15,37163
15928,LUBUK PUNGGUK,JANGKAT,MERANGIN,15,37372
15929,LUBUK RAMAN,MARO SEBO,MUARO JAMBI,15,36382
15930,LUBUK RESAM HILIR,CERMIN NAN GADANG,SAROLANGUN,15,37382
15931,LUBUK RESAM,CERMIN NAN GADANG,SAROLANGUN,15,37382
15932,LUBUK RUSO,PEMAYUNG,BATANG HARI,15,36657
15933,LUBUK SAYAK,PELAWAN,SAROLANGUN,15,37482
15934,LUBUK SEBONTAN,MUARA PAPALIK,TANJUNG JABUNG BARAT,15,36554
15935,LUBUK SEPUH,PELAWAN,SAROLANGUN,15,37482
15936,LUBUK SULI,DEPATI TUJUH,KERINCI,15,37161
15937,LUBUK TABUN,SIULAK MUKAI,KERINCI,15,37162
15938,LUBUK TANAH TERBAN,LIMBUR LUBUK MENGKUANG,BUNGO,15,37211
15939,LUBUK TENAM,JUJUHAN ILIR,BUNGO,15,37257
15940,LUBUK TERAP,MERLUNG,TANJUNG JABUNG BARAT,15,36554
15941,LUBUK TERENTANG,BETARA,TANJUNG JABUNG BARAT,15,36555
15942,LUBUK,PELEPAT ILIR,BUNGO,15,37252
15943,LUMAHAN,SENYERANG,TANJUNG JABUNG BARAT,15,36553
15944,MAJELIS HIDAYAH,KUALA JAMBI,TANJUNG JABUNG TIMUR,15,36761
15945,MAJU JAYA,KUMPEH,MUARO JAMBI,15,36371
15946,MAJU JAYA,PELEPAT ILIR,BUNGO,15,37252
15947,MAKMUR JAYA,BETARA,TANJUNG JABUNG BARAT,15,36555
15948,MALAKO INTAN,TEBO ULU,TEBO,15,37554
15949,MALAPARI,MUARA BULIAN,BATANG HARI,15,36611
15950,MALIKI AIR,HAMPARAN RAWANG,SUNGAIPENUH,15,37152
15951,MAMPUN BARU,PAMENANG BARAT,MERANGIN,15,37352
15952,MAMPUN,TABIR,MERANGIN,15,37353
15953,MANDALA JAYA,BETARA,TANJUNG JABUNG BARAT,15,36555
15954,MANDIANGIN PASAR,MANDIANGIN,SAROLANGUN,15,37492
15955,MANDIANGIN TUO,MANDIANGIN,SAROLANGUN,15,37492
15956,MANDIANGIN,MANDIANGIN,SAROLANGUN,15,37492
15957,MANGGIS,BATHIN III,BUNGO,15,37211
15958,MANGUN JAYO,MUKO-MUKO BATIN VII,BUNGO,15,37216
15959,MANGUN JAYO,TEBO TENGAH,TEBO,15,37571
15960,MANIS MATO,TAMAN RAJO  /  REJO,MUARO JAMBI,15,36371
15961,MANJUNTO LEMPUR,GUNUNG RAYA,KERINCI,15,37174
15962,MANUNGGAL MAKMUR,KUALA JAMBI,TANJUNG JABUNG TIMUR,15,36761
15963,MARGA MANUNGGAL JAYA,SUNGAI BAHAR,MUARO JAMBI,15,36365
15964,MARGA MULYA,RANTAU RASAU,TANJUNG JABUNG TIMUR,15,36772
15965,MARGA MULYA,SUNGAI BAHAR,MUARO JAMBI,15,36365
15966,MARGO RUKUN,SENYERANG,TANJUNG JABUNG BARAT,15,36553
15967,MARKANDING,BAHAR UTARA,MUARO JAMBI,15,36365
15968,MARKEH,RENAH PEMBARAP,MERANGIN,15,37361
15969,MARO SEBO,JAMBI LUAR KOTA,MUARO JAMBI,15,36382
15970,MARUS JAYA,RENAH PEMBARAP,MERANGIN,15,37361
15971,MASGO,GUNUNG RAYA,KERINCI,15,37174
15972,MATA GUAL,BATIN XXIV,BATANG HARI,15,36656
15973,MATRA MANUNGGAL,BAHAR UTARA,MUARO JAMBI,15,36365
15974,MAYANG MANGURAI,KOTA BARU,JAMBI,15,36129
15975,MEDAN BARU,TABIR ULU,MERANGIN,15,37356
15976,MEDAN SERI RAMBAHAN,TEBO ULU,TEBO,15,37554
15977,MEKAR ALAM,SEBERANG KOTA,TANJUNG JABUNG BARAT,15,36511
15978,MEKAR JATI,PENGABUAN,TANJUNG JABUNG BARAT,15,36553
15979,MEKAR JAYA,BAHAR SELATAN,MUARO JAMBI,15,36365
15980,MEKAR JAYA,BAJUBANG,BATANG HARI,15,36611
15981,MEKAR JAYA,BETARA,TANJUNG JABUNG BARAT,15,36555
15982,MEKAR JAYA,KAYU ARO,KERINCI,15,37163
15983,MEKAR JAYA,SUNGAI GELAM,MUARO JAMBI,15,36373
15984,MEKAR JAYA,TABIR SELATAN,MERANGIN,15,37354
15985,MEKAR JAYA,TANAH KAMPUNG,SUNGAIPENUH,15,37171
15986,MEKAR LIMAU MANIS,TABIR ILIR,MERANGIN,15,37353
15987,MEKAR SARI,KAYU ARO,KERINCI,15,37163
15988,MEKAR SARI,KUMPEH,MUARO JAMBI,15,36371
15989,MEKAR TANJUNG,BRAM ITAM,TANJUNG JABUNG BARAT,15,36514
15990,MEKARSARI MAKMUR,SUNGAI BAHAR,MUARO JAMBI,15,36365
15991,MEKARSARI,PELAWAN,SAROLANGUN,15,37482
15992,MENCOLOK,MENDAHARA ULU,TANJUNG JABUNG TIMUR,15,36764
15993,MENDAHARA ILIR,MENDAHARA,TANJUNG JABUNG TIMUR,15,36764
15994,MENDAHARA TENGAH,MENDAHARA,TANJUNG JABUNG TIMUR,15,36764
15995,MENDALO DARAT,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
15996,MENDALO INDAH,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
15997,MENDALO LAUT,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
15998,MENGUPEH,TENGAH ILIR,TEBO,15,37572
15999,MENTAWAK BARU,AIR HITAM,SAROLANGUN,15,37491
16000,MENTAWAK ULU,AIR HITAM,SAROLANGUN,15,37491
16001,MENTAWAK,NALO TANTAN,MERANGIN,15,37311
16002,MERANTI BARU,MANDIANGIN,SAROLANGUN,15,37492
16003,MERANTI JAYA,MANDIANGIN,SAROLANGUN,15,37492
16004,MERANTI,RENAH PEMENANG,MERANGIN,15,37352
16005,MERBAU,MENDAHARA,TANJUNG JABUNG TIMUR,15,36764
16006,MERIBUNG / MARIBUNG,LIMUN,SAROLANGUN,15,37382
16007,MERLUNG (DESA),MERLUNG,TANJUNG JABUNG BARAT,15,36554
16008,MERLUNG (KELURAHAN),MERLUNG,TANJUNG JABUNG BARAT,15,36554
16009,MERSAM II (BELANTI JAYA),MERSAM,BATANG HARI,15,36654
16010,MERSAM IV (BUKIT KEMUNING),MERSAM,BATANG HARI,15,36654
16011,MERSAM,MERSAM,BATANG HARI,15,36654
16012,MERSIP,LIMUN,SAROLANGUN,15,37382
16013,MINGKUNG JAY,SUNGAI GELAM,MUARO JAMBI,15,36373
16014,MOENTI,LIMUN,SAROLANGUN,15,37382
16015,MUAK,BUKITKERMAN,KERINCI,15,37175
16016,MUARA BANTAN,RENAH PEMBARAP,MERANGIN,15,37361
16017,MUARA BUAT,BATHIN III ULU,BUNGO,15,37261
16018,MUARA BULIAN,MUARA BULIAN,BATANG HARI,15,36613
16019,MUARA DANAU,PELAWAN,SAROLANGUN,15,37482
16020,MUARA DANAU,RENAH MENDALUH,TANJUNG JABUNG BARAT,15,36554
16021,MUARA DELANG,TABIR SELATAN,MERANGIN,15,37354
16022,MUARA HEMAT,BATANG MERANGIN,KERINCI,15,37175
16023,MUARA JANGGA,BATIN XXIV,BATANG HARI,15,36656
16024,MUARA JAYA,KUMUN DEBAI,SUNGAIPENUH,15,37111
16025,MUARA JERNIH,TABIR ULU,MERANGIN,15,37356
16026,MUARA KELUKUP,LEMBAH MASURAI,MERANGIN,15,37372
16027,MUARA KETALO,MANDIANGIN,SAROLANGUN,15,37492
16028,MUARA KETALO,TEBO ILIR,TEBO,15,37572
16029,MUARA KIBUL,TABIR BARAT,MERANGIN,15,37356
16030,MUARA KILIS,TENGAH ILIR,TEBO,15,37572
16031,MUARA KUAMANG,PELEPAT ILIR,BUNGO,15,37252
16032,MUARA KUMPEH,KUMPEH ULU,MUARO JAMBI,15,36373
16033,MUARA LENGAYO,LEMBAH MASURAI,MERANGIN,15,37372
16034,MUARA LIMUN,LIMUN,SAROLANGUN,15,37382
16035,MUARA MADRAS (MANDERAS / MANDRAS),JANGKAT,MERANGIN,15,37372
16036,MUARA MANSAO,LIMUN,SAROLANGUN,15,37382
16037,MUARA NIRO,VII KOTO,TEBO,15,37259
16038,MUARA PANGI,LEMBAH MASURAI,MERANGIN,15,37372
16039,MUARA PIJOAN (MUARO PIJOAN),JAMBI LUAR KOTA,MUARO JAMBI,15,36361
16040,MUARA SABAK ILIR,MUARA SABAK TIMUR,TANJUNG JABUNG TIMUR,15,36761
16041,MUARA SABAK ULU,MUARA SABAK TIMUR,TANJUNG JABUNG TIMUR,15,36761
16042,MUARA SEBERANG,SEBERANG KOTA,TANJUNG JABUNG BARAT,15,36511
16043,MUARA SEKALO,SUMAY,TEBO,15,37573
16044,MUARA SEKETUK,TABIR ULU,MERANGIN,15,37356
16045,MUARA SEMERAH MUDIK,AIR HANGAT,KERINCI,15,37161
16046,MUARA SEMERAH,AIR HANGAT,KERINCI,15,37161
16047,MUARA SIAU,MUARA SIAU,MERANGIN,15,37371
16048,MUARA SINGOAN,MUARA BULIAN,BATANG HARI,15,36611
16049,MUARA TABUN,VII KOTO,TEBO,15,37259
16050,MUARA TEBO,TEBO TENGAH,TEBO,15,37571
16051,MUARA / MUARO BELENGO,PAMENANG,MERANGIN,15,37352
16052,MUARA / MUARO JAMBI,MARO SEBO,MUARO JAMBI,15,36382
16053,MUARA / MUARO TEBO PANDAK,LIMBUR LUBUK MENGKUANG,BUNGO,15,37211
16054,MUARALATI,BATHIN VIII (BATIN VIII),SAROLANGUN,15,37481
16055,MUARO LANGEH,TABIR BARAT,MERANGIN,15,37356
16056,MUARO LULO,BUKITKERMAN,KERINCI,15,37174
16057,MUARO SEBAPO,MESTONG,MUARO JAMBI,15,36364
16058,MUARO / MUARA AIR DUA,BATANG ASAI,SAROLANGUN,15,37485
16059,MUARO / MUARA CUBAN,BATANG ASAI,SAROLANGUN,15,37485
16060,MUARO / MUARA PEMUAT,BATANG ASAI,SAROLANGUN,15,37485
16061,MUDO (DUSUN MUDO),BANGKO,MERANGIN,15,37311
16062,MUDO,TAMAN RAJO  /  REJO,MUARO JAMBI,15,36382
16063,MUDUNG DARAT,MARO SEBO,MUARO JAMBI,15,36382
16064,MUDUNG LAUT,PELAYANGAN,JAMBI,15,36252
16065,MUHAJIRIN,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
16066,MUKAI HILIR,SIULAK MUKAI,KERINCI,15,37162
16067,MUKAI MUDIK,SIULAK MUKAI,KERINCI,15,37162
16068,MUKAI PINTU,SIULAK MUKAI,KERINCI,15,37162
16069,MUKAI SEBERANG,SIULAK MUKAI,KERINCI,15,37162
16070,MUKAI TENGAH,SIULAK MUKAI,KERINCI,15,37162
16071,MUKAI TINGGI,SIULAK MUKAI,KERINCI,15,37162
16072,MULYA BAKTI,PELEPAT,BUNGO,15,37262
16073,MULYA JAYA,BAHAR UTARA,MUARO JAMBI,15,36365
16074,MULYA JAYA,PELEPAT,BUNGO,15,37262
16075,MUNTIALO,BETARA,TANJUNG JABUNG BARAT,15,36555
16076,MURNI,TELANAIPURA,JAMBI,15,36121
16077,NAGA SARI,MESTONG,MUARO JAMBI,15,36364
16078,NALO BARU (BARU NALO),NALO TANTAN,MERANGIN,15,37311
16079,NALO GEDANG,NALO TANTAN,MERANGIN,15,37311
16080,NAPAL MELINTANG,LIMUN,SAROLANGUN,15,37382
16081,NAPAL PUTIH,SERAI SERUMPUN,TEBO,15,37554
16082,NAPAL SISIK,MUARA BULIAN,BATANG HARI,15,36611
16083,NGAOL ILIR,TABIR BARAT,MERANGIN,15,37356
16084,NGAOL,TABIR BARAT,MERANGIN,15,37356
16085,NIASO,MARO SEBO,MUARO JAMBI,15,36382
16086,NIBUNG PUTIH,MUARA SABAK BARAT,TANJUNG JABUNG TIMUR,15,36761
16087,NILO DINGIN,LEMBAH MASURAI,MERANGIN,15,37372
16088,NIPAH PANJANG I,NIPAH PANJANG,TANJUNG JABUNG TIMUR,15,36771
16089,NIPAH PANJANG II,NIPAH PANJANG,TANJUNG JABUNG TIMUR,15,36771
16090,NYOGAN,MESTONG,MUARO JAMBI,15,36364
16091,OLAK BESAR,BATIN XXIV,BATANG HARI,15,36656
16092,OLAK KEMANG,DANAU TELUK,JAMBI,15,36262
16093,OLAK KEMANG,MARO SEBO ULU,BATANG HARI,15,36655
16094,OLAK KEMANG,MUARA TABIR,TEBO,15,37572
16095,OLAK RAMBAHAN,PEMAYUNG,BATANG HARI,15,36657
16096,OLAK,MUARA BULIAN,BATANG HARI,15,36611
16097,ORANG KAYO HITAM,PASAR JAMBI,JAMBI,15,36111
16098,PAAL LIMA,KOTA BARU,JAMBI,15,36128
16099,PAAL MERAH,JAMBI SELATAN,JAMBI,15,36139
16100,PADANG JANTUNG,SIULAK,KERINCI,15,37162
16101,PADANG JERING,BATANG ASAI,SAROLANGUN,15,37485
16102,PADANG KELAPO,MARO SEBO ULU,BATANG HARI,15,36655
16103,PADANG PALANGEH,PELEPAT ILIR,BUNGO,15,37252
16104,PAGAR PUDING LAMO,SERAI SERUMPUN,TEBO,15,37554
16105,PAGAR PUDING,TEBO ULU,TEBO,15,37554
16106,PAHLAWAN BELUI,DEPATI TUJUH,KERINCI,15,37161
16107,PAKU AJI,BATIN XXIV,BATANG HARI,15,36656
16108,PAKU AJI,TANAH SEPENGGAL LINTAS,BUNGO,15,37263
16109,PAKUAN BARU,JAMBI SELATAN,JAMBI,15,36132
16110,PALING SERUMPUN,HAMPARAN RAWANG,SUNGAIPENUH,15,37152
16111,PALIPAN,SUNGAI MANAU,MERANGIN,15,37361
16112,PAMENANG,PAMENANG,MERANGIN,15,37352
16113,PANCA BAKTI,SUNGAI BAHAR,MUARO JAMBI,15,36365
16114,PANCA KARYA,LIMUN,SAROLANGUN,15,37382
16115,PANCA MULYA,SUNGAI BAHAR,MUARO JAMBI,15,36365
16116,PANCURAN BANGKO,KELILING DANAU,KERINCI,15,37173
16117,PANCURAN TIGA,KELILING DANAU,KERINCI,15,37173
16118,PANDAN JAYA,GERAGAI,TANJUNG JABUNG TIMUR,15,36764
16119,PANDAN LAGAN / LOGAN,GERAGAI,TANJUNG JABUNG TIMUR,15,36764
16120,PANDAN MAKMUR,GERAGAI,TANJUNG JABUNG TIMUR,15,36764
16121,PANDAN SEJAHTERA,GERAGAI,TANJUNG JABUNG TIMUR,15,36764
16122,PANGKAL BULIAN,PAUH,SAROLANGUN,15,37491
16123,PANGKAL DURI ILIR,MENDAHARA,TANJUNG JABUNG TIMUR,15,36764
16124,PANGKALAN / PANGKAL DURI,MENDAHARA,TANJUNG JABUNG TIMUR,15,36764
16125,PANIBAN BARU,BATANG ASAI,SAROLANGUN,15,37485
16126,PANJANG,TANAH TUMBUH,BUNGO,15,37255
16127,PANTAI GADING,BRAM ITAM,TANJUNG JABUNG BARAT,15,36514
16128,PANTI,SAROLANGUN,SAROLANGUN,15,37481
16129,PAPIT,PAMENANG BARAT,MERANGIN,15,37352
16130,PARIT BILAL,PENGABUAN,TANJUNG JABUNG BARAT,15,36553
16131,PARIT CULUM I,MUARA SABAK BARAT,TANJUNG JABUNG TIMUR,15,36761
16132,PARIT CULUM II,MUARA SABAK BARAT,TANJUNG JABUNG TIMUR,15,36761
16133,PARIT PUDIN,PENGABUAN,TANJUNG JABUNG BARAT,15,36553
16134,PARIT SIDANG,PENGABUAN,TANJUNG JABUNG BARAT,15,36553
16135,PARIT UJUNG TANJUNG,RENAH PEMBARAP,MERANGIN,15,37361
16136,PARIT,SUNGAI GELAM,MUARO JAMBI,15,36373
16137,PASAR ATAS BANGKO,BANGKO,MERANGIN,15,37312
16138,PASAR BANGKO,BANGKO,MERANGIN,15,37311
16139,PASAR BARU RANTAU,TABIR,MERANGIN,15,37353
16140,PASAR BARU,MUARA BULIAN,BATANG HARI,15,36611
16141,PASAR BARU,SUNGAI PENUH,SUNGAIPENUH,15,37111
16142,PASAR JAMBI,PASAR JAMBI,JAMBI,15,36133
16143,PASAR JUJUN,KELILING DANAU,KERINCI,15,37173
16144,PASAR KERMAN,BUKITKERMAN,KERINCI,15,37174
16145,PASAR LUBUK LANDAI,TANAH SEPENGGAL,BUNGO,15,37263
16146,PASAR MASURAI,LEMBAH MASURAI,MERANGIN,15,37372
16147,PASAR MINGGU,KAYU ARO BARAT,KERINCI,15,37163
16148,PASAR MUARA SIAU,MUARA SIAU,MERANGIN,15,37371
16149,PASAR MUARA TEMBESI,MUARA TEMBESI,BATANG HARI,15,36653
16150,PASAR PELAWAN,PELAWAN,SAROLANGUN,15,37482
16151,PASAR RANTAU EMBACANG,TANAH SEPENGGAL,BUNGO,15,37263
16152,PASAR RANTAU PANJANG,TABIR,MERANGIN,15,37353
16153,PASAR SAROLANGUN,SAROLANGUN,SAROLANGUN,15,37481
16154,PASAR SEMERAP,KELILING DANAU,KERINCI,15,37173
16155,PASAR SEMURUP,AIR HANGAT,KERINCI,15,37161
16156,PASAR SENEN,SIULAK,KERINCI,15,37162
16157,PASAR SENIN,PENGABUAN,TANJUNG JABUNG BARAT,15,36553
16158,PASAR SINGKUT,SINGKUT,SAROLANGUN,15,37482
16159,PASAR SIULAK GEDANG,SIULAK,KERINCI,15,37162
16160,PASAR SORE SELEMAN,DANAU KERINCI,KERINCI,15,37172
16161,PASAR SUNGAI PENUH,SUNGAI PENUH,SUNGAIPENUH,15,37113
16162,PASAR SUNGAI TANDUK,KAYU ARO,KERINCI,15,37163
16163,PASAR TAMIAI,BATANG MERANGIN,KERINCI,15,37175
16164,PASAR TERUSAN,MUARA BULIAN,BATANG HARI,15,36611
16165,PASEBAN,VII KOTO ILIR,TEBO,15,37259
16166,PASIR JAYA,SIULAK MUKAI,KERINCI,15,37162
16167,PASIR MAYANG,VII KOTO ILIR,TEBO,15,37259
16168,PASIR PANJANG,DANAU TELUK,JAMBI,15,36265
16169,PASIR PUTIH,JAMBI SELATAN,JAMBI,15,36139
16170,PASIR PUTIH,RIMBO TENGAH,BUNGO,15,37211
16171,PATOK EMPAT,KAYU ARO BARAT,KERINCI,15,37163
16172,PATUNAS,TUNGKAL ILIR,TANJUNG JABUNG BARAT,15,36555
16173,PAUH AGUNG,LIMBUR LUBUK MENGKUANG,BUNGO,15,37211
16174,PAUH MENANG,PAMENANG,MERANGIN,15,37352
16175,PAUH TINGGI,GUNUNG TUJUH,KERINCI,15,37163
16176,PAUH,PAUH,SAROLANGUN,15,37491
16177,PAYO LEBAR,JELUTUNG,JAMBI,15,36135
16178,PAYO LEBAR,SINGKUT,SAROLANGUN,15,37482
16179,PAYO SELINCAH / SILINCAH,JAMBI TIMUR,JAMBI,15,36148
16180,PEDUKUN,TANAH TUMBUH,BUNGO,15,37255
16181,PEKAN GEDANG,BATANG ASAI,SAROLANGUN,15,37485
16182,PEKAN JUM\AT,MUKO-MUKO BATIN VII,BUNGO,15,37216
16183,PELABUHAN DAGANG,TUNGKAL ULU,TANJUNG JABUNG BARAT,15,36552
16184,PELAK GEDANG,SIULAK,KERINCI,15,37162
16185,PELAKAR JAYA,PAMENANG,MERANGIN,15,37352
16186,PELANGKI,BATANG MASUMAI,MERANGIN,15,37311
16187,PELAWAN JAYA,PELAWAN,SAROLANGUN,15,37482
16188,PELAWAN,PELAWAN,SAROLANGUN,15,37482
16189,PELAYANG RAYA,SUNGAI BUNGKAL,SUNGAIPENUH,15,37111
16190,PELAYANG,BATHIN II PELAYANG,BUNGO,15,37255
16191,PELAYANG,TEBO TENGAH,TEBO,15,37571
16192,PELAYANGAN,MUARA TEMBESI,BATANG HARI,15,36653
16193,PELEMPANG,MESTONG,MUARO JAMBI,15,36364
16194,PELOMPEK PASAR BARU,GUNUNG TUJUH,KERINCI,15,37163
16195,PELOMPEK,GUNUNG TUJUH,KERINCI,15,37163
16196,PEMATANG BALAM,MUARA PAPALIK,TANJUNG JABUNG BARAT,15,36554
16197,PEMATANG BULUH,BETARA,TANJUNG JABUNG BARAT,15,36555
16198,PEMATANG GADUNG,MERSAM,BATANG HARI,15,36654
16199,PEMATANG GAJAH,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
16200,PEMATANG JERING,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
16201,PEMATANG KABAU,AIR HITAM,SAROLANGUN,15,37491
16202,PEMATANG KANCIL,PAMENANG,MERANGIN,15,37352
16203,PEMATANG KANDIS,BANGKO,MERANGIN,15,37314
16204,PEMATANG KOLIM / KULIM,PELAWAN,SAROLANGUN,15,37482
16205,PEMATANG LINGKUNG,BATANG MERANGIN,KERINCI,15,37175
16206,PEMATANG LUMUT,BETARA,TANJUNG JABUNG BARAT,15,36555
16207,PEMATANG MAYAN,RANTAU RASAU,TANJUNG JABUNG TIMUR,15,36772
16208,PEMATANG PANJANG,TANAH SEPENGGAL LINTAS,BUNGO,15,37263
16209,PEMATANG PAUH,SUNGAI TENANG,MERANGIN,15,37372
16210,PEMATANG PAUH,TUNGKAL ULU,TANJUNG JABUNG BARAT,15,36552
16211,PEMATANG PULAI / PULE,SEKERNAN,MUARO JAMBI,15,36381
16212,PEMATANG RAHIM,MENDAHARA ULU,TANJUNG JABUNG TIMUR,15,36764
16213,PEMATANG RAMAN,KUMPEH,MUARO JAMBI,15,36371
16214,PEMATANG SAPAT,RIMBO BUJANG,TEBO,15,37553
16215,PEMATANG SULUR,TELANAIPURA,JAMBI,15,36129
16216,PEMATANG TEMBESU,TUNGKAL ULU,TANJUNG JABUNG BARAT,15,36552
16217,PEMAYUNGAN (PEMAYONGAN),SUMAY,TEBO,15,37573
16218,PEMBENGIS,BRAM ITAM,TANJUNG JABUNG BARAT,15,36514
16219,PEMUNCAK (PEMANCAK),CERMIN NAN GADANG,SAROLANGUN,15,37382
16220,PEMUNDURAN,KUMPEH ULU,MUARO JAMBI,15,36373
16221,PEMUNYIAN,LIMBUR LUBUK MENGKUANG,BUNGO,15,37211
16222,PEMUSIRAN,MANDIANGIN,SAROLANGUN,15,37492
16223,PEMUSIRAN,NIPAH PANJANG,TANJUNG JABUNG TIMUR,15,36771
16224,PENAPALAN,TENGAH ILIR,TEBO,15,37572
16225,PENARUN,BATHIN VIII (BATIN VIII),SAROLANGUN,15,37481
16226,PENAWAR TINGGI,SITINJAU LAUT,KERINCI,15,37171
16227,PENDUNG HIANG,TANAH KAMPUNG,SUNGAIPENUH,15,37171
16228,PENDUNG HILIR,AIR HANGAT,KERINCI,15,37161
16229,PENDUNG HILIR,SITINJAU LAUT,KERINCI,15,37171
16230,PENDUNG MUDIK,AIR HANGAT,KERINCI,15,37161
16231,PENDUNG TALANG GENTING,DANAU KERINCI,KERINCI,15,37172
16232,PENDUNG TENGAH,AIR HANGAT,KERINCI,15,37161
16233,PENDUNG TENGAH,SITINJAU LAUT,KERINCI,15,37171
16234,PENEGAH,PELAWAN,SAROLANGUN,15,37482
16235,PENEROKAN,BAJUBANG,BATANG HARI,15,36611
16236,PENGASI BARU,BUKITKERMAN,KERINCI,15,37175
16237,PENGASI LAMA,BUKITKERMAN,KERINCI,15,37175
16238,PENGIDARAN (PANGIDARAN),PAUH,SAROLANGUN,15,37491
16239,PENINJAU,BATHIN II PELAYANG,BUNGO,15,37255
16240,PENINJAUAN,MARO SEBO ULU,BATANG HARI,15,36655
16241,PENYABUNGAN,MERLUNG,TANJUNG JABUNG BARAT,15,36554
16242,PENYENGAT OLAK,JAMBI LUAR KOTA,MUARO JAMBI,15,36361
16243,PENYENGAT RENDAH,TELANAIPURA,JAMBI,15,36124
16244,PERADUN TEMERAS,MUARA SIAU,MERANGIN,15,37371
16245,PERDAMAIAN,SINGKUT,SAROLANGUN,15,37482
16246,PERENTI LUEH / LUWEH,TANAH TUMBUH,BUNGO,15,37255
16247,PERIKAN TENGAH,GUNUNG RAYA,KERINCI,15,37174
16248,PERINTIS,RIMBO BUJANG,TEBO,15,37553
16249,PERMAI BARU,KELILING DANAU,KERINCI,15,37173
16250,PERMAI INDAH,KOTO BARU,SUNGAIPENUH,15,37152
16251,PERMANTI,PONDOK TINGGI,SUNGAIPENUH,15,37111
16252,PESISIR BUKIT,GUNUNG TUJUH,KERINCI,15,37163
16253,PETAJEN (PETAJIN),BAJUBANG,BATANG HARI,15,36611
16254,PETALING JAYA,SUNGAI GELAM,MUARO JAMBI,15,36373
